p1	431
same	429
number	427
peace	420
still	419
love	417
meet	417
system	417
cut	414
reform	413
start	413
may	412
month	407
god	404
live	404
company	403
mr	403
free	402
terrorist	402
border	401
next	399
leave	396
really	396
lose	394
include	391
ago	388
always	388
middle	384
afghanistan	380
energy	379
face	379
sure	379
find	377
question	377
around	376
week	374
something	371
billion	369
part	368
speak	367
percent	365
effort	363
important	361
provide	361
laughter	360
begin	357
across	356
bill	354
young	354
deal	352
money	348
member	346
another	345
vote	345
win	345
issue	343
economic	341
move	339
able	337
human	337
hear	333
bad	332
while	332
challenge	330
open	330
try	330
administration	327
national	325
clear	324
few	324
opportunity	323
problem	322
china	321
grow	318
cost	316
decade	314
without	314
fact	311
idea	310
her	309
promise	309
both	308
election	307
stop	307
attack	305
each	301
test	301
progress	299
thousand	299
serve	298
action	297
send	296
already	295
far	293
drug	292
ahead	291
small	290
past	289
since	289
allow	288
three	287
forward	285
run	285
share	284
understand	284
yet	284
friend	282
off	278
justice	277
safe	277
generation	276
under	276
d	275
save	273
word	271
threat	270
different	269
house	267
program	267
set	265
troop	265
close	264
federal	264
governor	264
insurance	264
party	263
responsibility	263
point	261
u	261
hold	259
dollar	258
true	256
market	255
show	255
between	254
case	254
step	254
moment	253
weapon	253
defend	251
office	249
rule	249
violence	248
four	247
increase	247
democrats	246
everybody	246
interest	246
honor	245
value	245
large	243
century	240
1	238
away	238
crisis	238
require	238
incredible	237
little	237
nothing	237
whether	237
low	234
city	233
second	233
reach	232
spend	232
join	230
old	230
order	228
decision	227
everything	227
sign	227
become	226
choice	226
trade	226
al	225
please	225
nearly	224
israel	223
washington	221
respect	219
turn	219
college	218
education	218
bless	216
matter	216
once	216
policy	216
ally	214
feel	214
remember	214
story	214
goal	212
agree	210
fellow	210
republicans	210
secure	210
folk	209
choose	208
ensure	208
kill	208
fair	207
liberty	207
raise	207
secretary	207
chance	204
regime	204
base	203
nuclear	203
seek	203
trump	203
reason	202
yes	202
investment	200
term	200
everyone	199
commitment	198
possible	198
watch	198
dream	197
faith	197
cause	195
record	195
single	195
half	193
learn	193
russia	193
student	193
global	192
public	192
common	191
result	191
enemy	190
proud	190
region	190
heart	189
iraqi	189
less	189
technology	188
iran	187
deficit	186
kid	186
immigration	184
political	184
remain	184
tough	184
kind	183
line	183
east	182
side	182
group	181
reduce	181
such	181
actually	180
okay	180
break	179
hand	179
parent	179
qaeda	178
rate	178
virus	178
wall	178
announce	177
financial	177
nbsp	177
finally	175
service	175
10	174
area	174
behind	174
follow	174
full	174
instead	174
invest	174
early	173
mission	172
ukraine	172
hour	170
partner	170
prevent	168
republican	168
control	167
example	167
leadership	167
real	167
strength	167
achieve	166
dignity	166
prosperity	166
risk	166
100	165
develop	165
expand	165
person	165
easy	164
fear	164
vice	164
union	163
within	163
benefit	162
debate	162
general	162
whole	162
along	161
enough	161
industry	161
level	161
stay	161
2	160
clean	160
terror	160
20	159
gun	159
society	159
write	159
anything	157
focus	157
research	157
fail	156
growth	156
nobody	156
offer	156
course	155
deserve	155
hundred	155
might	155
add	154
credit	154
principle	154
truth	154
rebuild	153
recognize	153
strengthen	153
guy	152
medicare	152
path	152
almost	151
fund	151
oil	151
sense	151
courage	150
foreign	150
wait	150
39	149
court	149
defense	149
politic	149
report	149
rise	149
five	148
land	148
during	147
fall	147
answer	146
buy	145
senator	145
beyond	144
difference	144
death	143
tremendous	143
certain	142
maybe	142
street	142
deliver	141
medical	141
social	141
soon	141
doctor	140
return	140
spirit	140
white	140
expect	139
price	139
pursue	139
senior	139
fast	138
john	138
process	138
senate	138
success	138
campaign	137
else	137
wage	137
night	136
taxis	136
agreement	135
budget	134
conflict	134
international	134
name	134
walk	134
yeah	134
address	133
income	133
local	133
ourselves	133
50	132
bear	132
difficult	132
elect	132
struggle	132
top	132
earth	131
north	131
quickly	131
testing	131
biden	130
propose	130
demand	129
wrong	129
democratic	128
dr	128
drive	128
individual	128
until	128
york	128
access	126
travel	126
legislation	125
advance	124
alone	124
confidence	124
enforcement	124
hospital	124
necessary	124
science	124
forget	123
private	123
ready	123
task	123
threaten	123
defeat	122
resource	122
trust	122
duty	121
earn	121
entire	121
major	121
poverty	121
race	121
bipartisan	120
safety	120
strategy	120
beautiful	119
europe	119
infrastructure	119
third	119
trillion	119
willing	119
additional	118
afghan	118
die	118
measure	118
sir	118
taliban	118
danger	117
department	117
judge	117
resolve	117
somebody	117
confront	116
police	116
receive	116
age	115
approve	115
especially	115
period	115
immigrant	114
innocent	114
news	114
sacrifice	114
special	114
teacher	114
appreciate	113
carry	113
coverage	113
institution	113
message	113
team	113
food	112
supply	112
11	111
br	111
criminal	111
debt	111
encourage	111
hit	111
often	111
play	111
audience	110
lift	110
train	110
veteran	110
car	109
sit	109
voice	109
anyone	108
majority	108
relief	108
sanction	108
upon	108
equal	107
improve	107
least	107
rest	107
west	107
afford	106
battle	106
capacity	106
charge	106
deny	106
disease	106
lie	106
mass	106
mother	106
probably	106
restore	106
self	106
six	106
space	106
standard	106
succeed	106
ground	105
korea	105
nato	105
purpose	105
civil	104
historic	104
vaccine	104
water	104
affordable	103
commit	103
covid	103
extend	103
throughout	103
center	102
decide	102
experience	102
road	102
serious	102
welcome	102
critical	101
nations	101
spread	101
30	100
among	100
ban	100
basic	100
brave	100
destroy	100
homeland	100
official	100
toward	100
treatment	100
couple	99
gas	99
mind	99
represent	99
south	99
though	99
whatever	99
anybody	98
bank	98
january	98
potential	98
sometimes	98
unemployment	98
ability	97
army	97
constitution	97
direct	97
fire	97
light	97
responsible	97
terrible	97
themselves	97
treat	97
whose	97
approach	96
depend	96
information	96
proposal	96
3	95
fully	95
gain	95
officer	95
putin	95
solve	95
tomorrow	95
air	94
black	94
coalition	94
crime	94
later	94
position	94
room	94
soldier	94
ten	94
4	93
intelligence	93
neighbor	93
son	93
authority	92
civilian	92
development	92
hero	92
pandemic	92
produce	92
read	92
bridge	91
climate	91
illegal	91
launch	91
lay	91
peaceful	91
priority	91
regulation	91
wealth	91
5	90
accept	90
arm	90
beginning	90
chamber	90
dangerous	90
funding	90
organization	90
partnership	90
taxpayer	90
fix	89
murder	89
powerful	89
victory	89
double	88
happy	88
promote	88
respond	88
situation	88
source	88
19	87
broad	87
destruction	87
imagine	87
listen	87
product	87
available	86
condition	86
determine	86
itself	86
operation	86
speech	86
21st	85
500	85
boy	85
consider	85
deep	85
emergency	85
prepare	85
target	85
view	85
15	84
impact	84
mike	84
shape	84
simple	84
yesterday	84
abroad	83
cell	83
define	83
prescription	83
recovery	83
reject	83
simply	83
unite	83
vision	83
africa	82
character	82
fill	82
former	82
hire	82
patient	82
seem	82
teach	82
assistance	81
concern	81
joe	81
pretty	81
sick	81
stock	81
claim	80
compete	80
doubt	80
essential	80
eye	80
impose	80
pledge	80
release	80
terrorism	80
ventilator	80
bit	79
father	79
loan	79
smart	79
training	79
coronavirus	78
council	78
establish	78
guard	78
protection	78
rather	78
remind	78
skill	78
burden	77
complete	77
cover	77
eight	77
extraordinary	77
legal	77
march	77
massive	77
project	77
push	77
realize	77
retirement	77
consequence	76
embrace	76
form	76
ideal	76
initiative	76
recent	76
short	76
tool	76
vital	76
either	75
eliminate	75
finish	75
grateful	75
mistake	75
obligation	75
oh	75
press	75
response	75
reward	75
violent	75
40	74
account	74
head	74
innovation	74
iraqis	74
shot	74
successful	74
check	73
chief	73
combat	73
quality	73
seven	73
spending	73
amazing	72
amount	72
belief	72
evil	72
exist	72
personal	72
prove	72
september	72
soul	72
speaker	72
wonder	72
anywhere	71
competition	71
daughter	71
diplomacy	71
endure	71
factory	71
healthcare	71
role	71
scientist	71
strike	71
suffer	71
total	71
wealthy	71
culture	70
equipment	70
extremist	70
field	70
outside	70
poor	70
practice	70
saddam	70
sell	70
african	69
flag	69
fundamental	69
lady	69
plant	69
reflect	69
achievement	68
assault	68
deploy	68
george	68
graduate	68
mayor	68
tradition	68
uphold	68
8	67
cancer	67
capitol	67
commander	67
design	67
disaster	67
guess	67
harm	67
independence	67
mdash	67
remove	67
sacred	67
study	67
transition	67
us	67
building	66
comprehensive	66
democrat	66
discuss	66
draw	66
effective	66
failure	66
fake	66
forge	66
gather	66
grace	66
hell	66
involve	66
limit	66
mile	66
morning	66
network	66
oppose	66
refuse	66
supreme	66
truly	66
9	65
mexico	65
missile	65
none	65
pain	65
palestinian	65
religious	65
stake	65
steve	65
400	64
agent	64
honest	64
housing	64
immediately	64
independent	64
relationship	64
russian	64
ultimately	64
worth	64
agency	63
agenda	63
badly	63
beat	63
executive	63
girl	63
journey	63
mention	63
non	63
palestinians	63
rescue	63
sector	63
several	63
suppose	63
university	63
vaccinate	63
bin	62
capital	62
closely	62
cooperation	62
cross	62
exactly	62
foundation	62
inspire	62
laden	62
manufacturing	62
nice	62
pride	62
sound	62
speed	62
uniform	62
urge	62
above	61
aids	61
alliance	61
coast	61
front	61
guide	61
hurt	61
moral	61
obama	61
current	60
hopeful	60
loss	60
mom	60
possibility	60
voter	60
200	59
blood	59
catch	59
conversation	59
declare	59
determination	59
engage	59
forever	59
hate	59
late	59
maintain	59
meeting	59
minute	59
natural	59
pressure	59
saving	59
strongly	59
accountable	58
aid	58
hussein	58
medium	58
patrol	58
recently	58
recover	58
vast	58
12	57
18	57
corporation	57
destiny	57
facility	57
globe	57
labor	57
lower	57
overcome	57
patriot	57
profit	57
ship	57
temporary	57
track	57
tragedy	57
wife	57
ballot	56
cuba	56
division	56
emerge	56
employee	56
employer	56
event	56
excuse	56
fauci	56
internet	56
isis	56
jim	56
mark	56
movement	56
overseas	56
perfect	56
recession	56
root	56
tear	56
wish	56
60	55
argue	55
california	55
contribute	55
count	55
decline	55
determined	55
dictator	55
farmer	55
firm	55
key	55
mask	55
pakistan	55
perhaps	55
permanent	55
piece	55
present	55
significant	55
staff	55
totally	55
unity	55
absolutely	54
background	54
body	54
chain	54
confident	54
direction	54
discussion	54
door	54
guarantee	54
professional	54
radical	54
7	53
conduct	53
date	53
enter	53
entrepreneur	53
frankly	53
grant	53
israelis	53
medicine	53
minister	53
religion	53
solution	53
usa	53
advantage	52
block	52
celebrate	52
connect	52
everywhere	52
final	52
fuel	52
hamas	52
syria	52
apply	51
asia	51
disagree	51
evening	51
fine	51
jobs	51
mine	51
negotiate	51
neighborhood	51
politician	51
someone	51
stability	51
stem	51
suggest	51
unfair	51
visit	51
25	50
anymore	50
cold	50
highway	50
ice	50
letter	50
muslim	50
ohio	50
option	50
personnel	50
presidency	50
production	50
renew	50
replace	50
storm	50
territory	50
texas	50
tyranny	50
unleash	50
unless	50
unprecedented	50
witness	50
wonderful	50
abuse	49
career	49
conviction	49
corruption	49
educate	49
humanitarian	49
left	49
minimum	49
near	49
particular	49
revolution	49
era	48
found	48
grandchild	48
humanity	48
intend	48
king	48
material	48
mitch	48
ordinary	48
particularly	48
partisan	48
pick	48
poll	48
roll	48
summer	48
town	48
armed	47
aside	47
auto	47
average	47
bush	47
code	47
cuban	47
despite	47
inaudible	47
insist	47
nor	47
penalty	47
planet	47
preserve	47
safely	47
sustain	47
300	46
aggression	46
airport	46
attempt	46
circumstance	46
committee	46
consumer	46
decent	46
expert	46
export	46
gulf	46
healthy	46
hopefully	46
ignore	46
list	46
memory	46
minority	46
paycheck	46
pull	46
slow	46
status	46
table	46
wind	46
6	45
apart	45
bright	45
chemical	45
church	45
citizenship	45
germany	45
hall	45
ideology	45
legacy	45
obviously	45
owner	45
prime	45
prison	45
prosperous	45
quote	45
specific	45
statement	45
steal	45
subject	45
affect	44
argument	44
basis	44
belong	44
cdc	44
chaos	44
figure	44
incentive	44
oath	44
prayer	44
representative	44
rich	44
seize	44
shore	44
shut	44
victim	44
worry	44
yourself	44
250	43
accomplish	43
advanced	43
bed	43
being	43
compassion	43
fantastic	43
horrible	43
laboratory	43
likely	43
loophole	43
owe	43
phase	43
plane	43
rapidly	43
red	43
resolution	43
seat	43
stage	43
wound	43
13	42
acknowledge	42
barrier	42
birx	42
brother	42
central	42
certainly	42
chairman	42
competitive	42
directly	42
divide	42
effect	42
empower	42
european	42
evidence	42
express	42
haven	42
iranian	42
lab	42
lesson	42
premium	42
sort	42
thrive	42
waste	42
ceo	41
core	41
degree	41
enforce	41
enormous	41
feed	41
fourth	41
gang	41
hardworke	41
inequality	41
math	41
per	41
pocket	41
pray	41
purchase	41
reality	41
rid	41
site	41
sovereign	41
suffering	41
tie	41
addition	40
arrive	40
avoid	40
capability	40
card	40
collapse	40
deeply	40
forces	40
mnuchin	40
mortgage	40
package	40
prevail	40
previous	40
scale	40
sovereignty	40
summit	40
ukrainian	40
undermine	40
unique	40
warrior	40
2001	39
90	39
bind	39
compromise	39
congressman	39
construction	39
crowd	39
dad	39
describe	39
domestic	39
florida	39
gaza	39
hatred	39
highly	39
huge	39
immediate	39
importantly	39
india	39
interesting	39
japan	39
muslims	39
notice	39
outcome	39
pro	39
pursuit	39
rally	39
recommendation	39
review	39
rights	39
rip	39
scout	39
urgent	39
amendment	38
arrest	38
baby	38
baghdad	38
burn	38
countless	38
don	38
environment	38
flow	38
foot	38
game	38
gift	38
guideline	38
hostage	38
jewish	38
modern	38
nature	38
negotiation	38
picture	38
quarter	38
sanctuary	38
search	38
tariff	38
violate	38
volunteer	38
vulnerable	38
workforce	38
600	37
6th	37
corps	37
creed	37
depression	37
drop	37
efficient	37
finance	37
flight	37
grave	37
hide	37
husband	37
identify	37
image	37
implement	37
lincoln	37
machine	37
nancy	37
pelosi	37
poland	37
prepared	37
touch	37
transform	37
universal	37
voting	37
11th	36
35	36
allies	36
ambition	36
assembly	36
blue	36
bottom	36
brutal	36
cabinet	36
confirm	36
friendship	36
influence	36
inside	36
islam	36
living	36
marriage	36
november	36
opinion	36
payment	36
pennsylvania	36
population	36
reopen	36
rural	36
shadow	36
stick	36
strategic	36
talent	36
vehicle	36
weak	36
80	35
advice	35
aspiration	35
behalf	35
bond	35
c	35
coal	35
cure	35
damage	35
dark	35
dead	35
govern	35
hardship	35
however	35
mob	35
nine	35
opponent	35
pacific	35
plot	35
rocket	35
shoot	35
station	35
surge	35
towards	35
vicious	35
zero	35
14	34
70	34
assad	34
capture	34
colleague	34
datum	34
detail	34
distinguished	34
eventually	34
louisiana	34
momentum	34
pace	34
passion	34
pour	34
privilege	34
quick	34
reverse	34
shift	34
similar	34
size	34
southern	34
steel	34
television	34
wave	34
worthy	34
abandon	33
alien	33
conscience	33
district	33
egypt	33
electric	33
equality	33
killer	33
orleans	33
osama	33
phone	33
profound	33
reduction	33
saudi	33
secret	33
sister	33
solar	33
stockpile	33
tech	33
treaty	33
unfortunately	33
va	33
weaken	33
wear	33
wherever	33
20th	32
accord	32
arab	32
asian	32
assure	32
balance	32
bet	32
blame	32
bomb	32
charter	32
constitutional	32
contact	32
deadly	32
donald	32
element	32
embryo	32
epidemic	32
explain	32
extremism	32
gap	32
generate	32
hiv	32
islamic	32
kennedy	32
mental	32
operate	32
overwhelming	32
port	32
positive	32
rely	32
repeat	32
republic	32
sake	32
strive	32
survive	32
afghans	31
although	31
authorize	31
birth	31
breakthrough	31
carolina	31
chip	31
clearly	31
constant	31
daily	31
demonstrate	31
distribute	31
edge	31
enterprise	31
fairness	31
fate	31
favor	31
fee	31
founder	31
greatness	31
impossible	31
invite	31
knowledge	31
legitimate	31
literally	31
mccain	31
notion	31
nurse	31
popular	31
range	31
schedule	31
somehow	31
sudden	31
throw	31
tom	31
2020	30
accountability	30
anyway	30
arizona	30
board	30
bryan	30
camp	30
classroom	30
comfort	30
commission	30
corporate	30
county	30
delay	30
detroit	30
false	30
fly	30
founding	30
heat	30
himself	30
israeli	30
jail	30
jill	30
lack	30
medicaid	30
michelle	30
mutual	30
nasa	30
neither	30
objective	30
post	30
salute	30
shake	30
twenty	30
venezuela	30
whom	30
700	29
abbott	29
adult	29
aim	29
appoint	29
august	29
blow	29
cast	29
combine	29
commerce	29
congratulation	29
consensus	29
david	29
desk	29
disrupt	29
document	29
el	29
enjoy	29
equip	29
fulfill	29
further	29
gentleman	29
gratitude	29
horror	29
ii	29
kevin	29
ours	29
oval	29
pleased	29
ramp	29
repair	29
scientific	29
sun	29
supporter	29
surely	29
tony	29
trend	29
virginia	29
attention	28
barrett	28
bold	28
book	28
candidate	28
complex	28
corrupt	28
declaration	28
endless	28
entry	28
expectation	28
filibuster	28
fulfil	28
guest	28
host	28
indeed	28
inherit	28
jersey	28
k	28
manufacture	28
noble	28
opioid	28
participate	28
perform	28
property	28
reaffirm	28
regardless	28
sight	28
soviet	28
straight	28
stuff	28
swift	28
transfer	28
transparency	28
vietnam	28
wisdom	28
afternoon	27
anti	27
cherish	27
compassionate	27
completely	27
congressional	27
continent	27
contribution	27
customer	27
engagement	27
expense	27
extreme	27
fda	27
fighter	27
georgia	27
guidance	27
harbor	27
heal	27
hispanic	27
illness	27
inspector	27
loyalty	27
manage	27
match	27
meanwhile	27
migration	27
modernize	27
online	27
outstanding	27
page	27
patriotism	27
refugee	27
ryan	27
sergeant	27
significantly	27
thought	27
tired	27
tolerate	27
truck	27
unlike	27
wake	27
17	26
350	26
addiction	26
aggressive	26
arabia	26
battlefield	26
blind	26
capable	26
clinton	26
concerned	26
corner	26
creation	26
currently	26
decisive	26
desire	26
distant	26
expansion	26
expensive	26
fairly	26
february	26
fraud	26
grade	26
heritage	26
isolate	26
johnson	26
liberate	26
lifetime	26
lobbyist	26
mcconnell	26
midst	26
oppression	26
organize	26
outbreak	26
painful	26
peril	26
precious	26
predecessor	26
proudly	26
quiet	26
quo	26
racial	26
reagan	26
relation	26
scott	26
tackle	26
tolerance	26
trial	26
unbelievable	26
warm	26
wise	26
withdraw	26
working	26
75	25
abide	25
admit	25
boost	25
charity	25
chicago	25
committed	25
condemn	25
cry	25
darkness	25
decency	25
distance	25
embassy	25
exchange	25
extra	25
flood	25
floor	25
getting	25
grief	25
having	25
hunt	25
ocean	25
october	25
ought	25
paper	25
practical	25
protest	25
remarkable	25
request	25
shooting	25
specifically	25
stable	25
store	25
therefore	25
torture	25
triumph	25
trouble	25
understanding	25
vet	25
willingness	25
xi	25
1st	24
brand	24
chapter	24
collective	24
commercial	24
communism	24
computer	24
contain	24
correct	24
director	24
discovery	24
easily	24
empire	24
enact	24
expose	24
fighting	24
illegally	24
incredibly	24
intention	24
iowa	24
james	24
korean	24
manufacturer	24
merit	24
michigan	24
myself	24
optimistic	24
payroll	24
pence	24
pose	24
presence	24
presidential	24
prospect	24
reserve	24
restriction	24
safeguard	24
series	24
settle	24
silence	24
surprise	24
trafficker	24
undocumented	24
vaccination	24
video	24
22	23
24	23
active	23
adversary	23
alternative	23
anger	23
approval	23
basically	23
biological	23
cancel	23
chuck	23
color	23
compare	23
contract	23
crucial	23
deployment	23
despair	23
diplomatic	23
discover	23
dozen	23
effectively	23
enable	23
escape	23
exercise	23
franklin	23
function	23
heavy	23
inflation	23
island	23
jordan	23
members	23
mobilize	23
nominee	23
paul	23
pollution	23
prisoner	23
railroad	23
recognition	23
regard	23
relate	23
resilience	23
resilient	23
roosevelt	23
round	23
sic	23
surface	23
swear	23
tribute	23
twice	23
wide	23
admiral	22
asset	22
boehner	22
bunch	22
canada	22
carefully	22
clock	22
complicated	22
conclude	22
conference	22
crazy	22
daca	22
devotion	22
dictatorship	22
disarm	22
dramatically	22
employment	22
engine	22
expire	22
farm	22
france	22
holy	22
honestly	22
hurricane	22
iron	22
joint	22
july	22
location	22
marine	22
meaning	22
meaningful	22
model	22
native	22
note	22
nursing	22
outline	22
personally	22
plus	22
punish	22
quite	22
renewable	22
representatives	22
selma	22
severe	22
shall	22
soleimani	22
strain	22
substantially	22
tank	22
thomas	22
tim	22
treasury	22
tyrant	22
ultimate	22
unit	22
welfare	22
winter	22
yemen	22
abraham	21
assume	21
baghdadi	21
bankruptcy	21
boom	21
broken	21
bullet	21
childcare	21
chinese	21
civilization	21
crack	21
critic	21
differently	21
dismantle	21
earmark	21
eastern	21
elderly	21
empty	21
environmental	21
expression	21
fiscal	21
frontier	21
hampshire	21
handle	21
innovative	21
inspiration	21
joy	21
mandate	21
matt	21
mitigation	21
moon	21
mountain	21
ms	21
multiple	21
nafta	21
newtown	21
normal	21
offensive	21
otherwise	21
productive	21
provision	21
qaida	21
rage	21
requirement	21
researcher	21
retreat	21
revenue	21
ride	21
ruin	21
sectarian	21
shrink	21
sorry	21
spare	21
transportation	21
tuition	21
uncertainty	21
16	20
800	20
afraid	20
alongside	20
amy	20
appropriate	20
attorney	20
automaker	20
brief	20
bus	20
calling	20
cap	20
conservative	20
contest	20
convince	20
crossing	20
defy	20
disagreement	20
diverse	20
dreamer	20
ease	20
estimate	20
ethical	20
execute	20
exploit	20
firefighter	20
fit	20
frustration	20
google	20
grandparent	20
instance	20
italy	20
kingdom	20
knock	20
lawyer	20
link	20
lottery	20
madam	20
main	20
mostly	20
o	20
opposition	20
optimism	20
palestine	20
paris	20
permit	20
prosper	20
quit	20
rapid	20
reasonable	20
recommend	20
regional	20
repression	20
responder	20
rock	20
score	20
session	20
shield	20
shortly	20
shoulder	20
surrender	20
surround	20
syrian	20
tactic	20
talented	20
terrific	20
therapy	20
trip	20
type	20
v	20
window	20
worship	20
150	19
absolute	19
accurate	19
adapt	19
amnesty	19
angry	19
antibody	19
appear	19
apple	19
april	19
birthday	19
cadet	19
comment	19
coordinate	19
cycle	19
diplomat	19
disability	19
discrimination	19
eligible	19
embryonic	19
employ	19
essentially	19
eternal	19
except	19
fbi	19
fema	19
frontline	19
gay	19
generosity	19
harness	19
import	19
increasingly	19
integrity	19
invade	19
isolation	19
jerusalem	19
jesse	19
luck	19
maga	19
marshall	19
miracle	19
miss	19
nationwide	19
navy	19
occasion	19
occur	19
overnight	19
pentagon	19
plague	19
pre	19
predict	19
rail	19
rebuilding	19
reckless	19
relative	19
resentment	19
responsibly	19
sea	19
separate	19
shelter	19
slash	19
slaughter	19
slavery	19
socialism	19
stabilize	19
star	19
stranger	19
survivor	19
tension	19
unable	19
unnecessary	19
update	19
various	19
veto	19
virtually	19
western	19
zone	19
activity	18
adopt	18
alive	18
allegiance	18
americas	18
anniversary	18
bailout	18
brilliant	18
chair	18
civilized	18
competitor	18
congratulate	18
connecticut	18
cooperate	18
courageous	18
cynicism	18
de	18
dealer	18
dependence	18
economist	18
engineer	18
english	18
exact	18
exceptional	18
flexibility	18
generous	18
greenwood	18
hearing	18
hemisphere	18
horizon	18
household	18
illinois	18
improvement	18
indicate	18
inflict	18
inform	18
injure	18
introduce	18
invasion	18
kelly	18
libya	18
lock	18
mail	18
martin	18
metro	18
monument	18
ownership	18
peak	18
pension	18
precisely	18
prevention	18
proliferation	18
proof	18
properly	18
rank	18
reconciliation	18
remake	18
reminder	18
respected	18
roughly	18
sad	18
scene	18
sequester	18
setback	18
sky	18
slide	18
somewhere	18
stamp	18
stretch	18
suddenly	18
surprised	18
sustainable	18
tape	18
technological	18
urban	18
valley	18
vigilant	18
wisely	18
accelerate	17
acceptable	17
advocate	17
aircraft	17
airline	17
alabama	17
amp	17
appeal	17
aspect	17
attract	17
autocracy	17
battery	17
behavior	17
booo	17
branch	17
bravery	17
brown	17
brutality	17
christians	17
command	17
continued	17
controversy	17
counter	17
criticize	17
cubans	17
december	17
devastating	17
dime	17
dominate	17
eager	17
exciting	17
fault	17
flee	17
flourish	17
forth	17
framework	17
gabby	17
goodness	17
hang	17
harris	17
heroic	17
hill	17
hunger	17
ill	17
infect	17
interested	17
investor	17
jews	17
june	17
killing	17
lebanon	17
likewise	17
management	17
meantime	17
mentor	17
mercy	17
method	17
michael	17
negative	17
occupy	17
opposite	17
overturn	17
peacefully	17
penny	17
plenty	17
portion	17
possibly	17
prize	17
prohibit	17
rarely	17
reconstruction	17
recruit	17
repeal	17
repeatedly	17
ronald	17
roof	17
seriously	17
sleep	17
socialist	17
someday	17
spill	17
sponsor	17
spring	17
sue	17
sunday	17
surplus	17
symptom	17
thirty	17
tide	17
tight	17
trap	17
unacceptable	17
unified	17
uninsured	17
warning	17
weather	17
website	17
wipe	17
women	17
worried	17
2014	16
45	16
administer	16
affiliate	16
ai	16
ambitious	16
angel	16
assemble	16
assist	16
astronaut	16
backwards	16
beauty	16
bend	16
bloody	16
cash	16
chase	16
circuit	16
climb	16
clip	16
cnn	16
consistent	16
costly	16
deduction	16
deposit	16
depth	16
desert	16
detain	16
dirty	16
discipline	16
dose	16
doug	16
drought	16
elsewhere	16
embody	16
emission	16
enhance	16
enrich	16
erase	16
fentanyl	16
glory	16
green	16
hello	16
hillary	16
humidity	16
id	16
jon	16
kick	16
kim	16
ladder	16
laughs	16
lawsuit	16
lethal	16
leverage	16
mobility	16
monitor	16
overall	16
patience	16
peninsula	16
philadelphia	16
pillar	16
pioneer	16
pipe	16
possess	16
primary	16
principal	16
prior	16
raid	16
restrict	16
retire	16
revitalize	16
salary	16
season	16
servant	16
solidarity	16
sonia	16
standpoint	16
suicide	16
surveillance	16
symbol	16
tragic	16
transmission	16
uk	16
unemployed	16
weekend	16
youth	16
23	15
26	15
55	15
65	15
abortion	15
aisle	15
alan	15
allen	15
ancient	15
anew	15
anticipate	15
balanced	15
bargain	15
beacon	15
ben	15
bench	15
berlin	15
billionaire	15
blessing	15
boston	15
busy	15
carbon	15
cease	15
champion	15
childhood	15
chris	15
collection	15
commonsense	15
communication	15
conclusion	15
consume	15
counterterrorism	15
cruel	15
delivery	15
dependent	15
disruption	15
embolden	15
extent	15
feeling	15
fortunately	15
fragile	15
friday	15
got	15
grid	15
grip	15
hesitate	15
homeowner	15
hot	15
humble	15
infection	15
initial	15
injustice	15
inner	15
investigation	15
jefferson	15
jones	15
judgment	15
judicial	15
justify	15
language	15
lewis	15
lucky	15
massacre	15
mindful	15
mississippi	15
necessity	15
net	15
nomination	15
obamacare	15
observer	15
obvious	15
ongoing	15
